140	1.2	0
-3.141593	1.599406	1.426070
2.380392	2.500101	-0.120466
rec.job428675.bl.pdb	14.381	30.673	30.933
lig.job428675.bl.pdb	34.764	-24.808	0.189
-3.141593	1.195355	1.200319	116	133	14	1363.625
-1.308997	1.045978	0.343692	6	103	139	1276.365
1.308997	2.073035	2.027405	6	8	27	1268.894
-1.570796	2.138223	1.678323	4	100	134	1266.188
-1.832596	1.214854	-1.966664	4	30	122	1241.609
-3.141593	1.310100	1.488307	117	133	15	1239.919
1.570796	1.488617	1.159546	138	29	115	1232.367
1.570796	0.866395	-2.492918	137	102	138	1229.008
1.047198	2.063651	-2.044600	136	40	121	1219.480
-1.570796	1.555207	1.708892	4	100	132	1206.152
-1.832596	2.456751	-1.503343	3	94	4	1204.938
-1.570796	1.872854	1.543456	5	101	132	1203.008
-1.832596	1.824694	1.850876	0	99	136	1182.047
1.570796	1.195355	1.200319	1	29	114	1177.837
-2.879793	2.247462	0.191623	111	5	8	1173.150
-2.879793	2.664082	-1.071402	136	106	125	1171.173
-2.617994	1.214854	-1.966664	137	24	112	1170.338
-2.356194	1.617114	-1.572037	15	26	125	1170.262
-1.570796	2.073035	2.027405	2	99	138	1165.984
-1.047198	2.295480	1.008277	1	106	18	1165.328
-2.094395	2.719179	-1.780644	2	94	6	1164.020
0.000000	2.349581	-2.702517	112	127	3	1157.762
2.879793	0.831641	0.616218	115	131	20	1150.277
-1.308997	2.115563	0.685730	4	103	14	1149.482
1.308997	1.870545	-2.976234	127	101	138	1141.750
-1.570796	1.184361	0.625864	2	102	1	1140.897
1.308997	1.741644	-2.695914	127	103	134	1140.634
-1.570796	1.824694	1.850876	4	100	136	1140.172
2.617994	2.349581	-2.702517	21	19	7	1135.918
-1.570796	2.393226	1.857173	2	100	139	1133.590
-1.570796	2.108018	1.311430	125	106	139	1133.229
-3.141593	0.906588	1.252948	115	131	13	1132.402
0.785398	0.619654	-2.216909	6	103	129	1131.201
1.047198	2.295480	1.008277	130	36	128	1130.990
-1.308997	2.393226	1.857173	5	101	137	1130.762
2.879793	2.356369	3.005869	26	11	4	1129.828
-1.570796	2.592629	0.909713	131	103	6	1129.117
1.047198	2.592629	0.909713	135	33	125	1124.479
1.570796	2.073035	2.027405	7	9	27	1123.037
-1.308997	0.700570	1.559208	5	102	132	1120.615
-1.570796	2.295480	1.008277	129	104	139	1120.405
0.785398	2.063651	-2.044600	139	41	122	1120.215
-1.832596	2.407836	1.410646	9	100	4	1116.289
1.570796	1.310100	1.488307	139	32	117	1114.007
0.523599	1.809167	1.213774	124	102	137	1113.891
-1.308997	1.367556	0.358405	4	102	0	1113.219
1.308997	1.948085	-2.363031	127	105	134	1112.105
-0.523599	0.591903	2.010408	17	13	15	1109.308
-1.832596	1.555207	1.708892	0	99	132	1102.844
1.308997	2.041297	-2.664597	126	104	137	1102.056
-0.261799	2.984978	1.954446	139	103	6	1100.591
0.785398	2.863997	0.549740	132	32	126	1095.844
-2.617994	2.295480	1.008277	15	33	128	1089.231
-2.617994	2.979456	-1.009304	138	103	129	1088.703
-2.617994	0.685216	-1.712745	28	11	0	1083.495
-1.047198	1.998705	2.370472	115	0	18	1081.293
0.000000	0.906588	1.252948	20	19	10	1076.478
2.356194	0.762244	-0.273349	135	29	120	1075.712
1.570796	1.875281	0.107086	133	37	134	1075.633
-1.308997	2.073035	2.027405	4	101	138	1074.742
-1.047198	2.033014	2.977192	123	4	21	1074.495
-1.308997	2.456751	-1.503343	16	26	123	1074.092
2.617994	0.458961	-0.107937	138	36	139	1071.969
-0.261799	0.910508	1.903534	16	11	16	1071.857
1.832596	0.866955	-0.931351	136	99	136	1071.367
-2.356194	0.929350	-2.910676	15	139	21	1068.169
-2.356194	2.979456	-1.009304	1	103	128	1067.913
0.000000	2.760637	2.781135	9	105	4	1067.621
0.523599	2.724429	-0.348782	1	34	130	1064.258
1.832596	1.045978	0.343692	8	37	137	1060.984
0.785398	0.419640	2.974122	114	128	12	1060.416
-1.832596	2.704512	1.488683	7	100	8	1059.016
-2.356194	0.419640	2.974122	19	1	14	1057.405
1.570796	0.850607	-1.335383	131	100	0	1052.219
0.523599	1.214854	-1.966664	128	110	123	1051.872
1.047198	2.108018	1.311430	133	38	128	1050.727
2.356194	2.881233	-2.582574	22	21	12	1050.601
0.000000	2.041297	-2.664597	111	129	139	1050.456
-1.308997	2.637879	2.121598	1	100	2	1049.859
-2.879793	2.979456	-1.009304	134	103	130	1043.836
1.570796	2.343981	-1.040456	139	99	8	1042.609
1.570796	1.335669	0.897240	1	26	112	1041.980
0.523599	2.251330	-2.330739	0	41	123	1041.418
-3.141593	2.664082	-1.071402	133	106	126	1039.680
-1.832596	2.063651	-2.044600	18	25	122	1039.283
1.832596	2.719179	-1.780644	22	115	16	1038.894
-1.832596	1.510910	-0.740472	15	32	123	1038.112
1.308997	2.881233	-2.582574	134	103	6	1038.092
-1.832596	1.448123	-2.163292	6	31	123	1037.914
-3.141593	2.724429	-0.348782	112	121	132	1037.748
-1.832596	1.599406	1.426070	1	100	128	1037.373
1.308997	2.592629	0.909713	132	31	125	1036.477
-1.570796	1.504028	0.636812	4	101	3	1035.320
1.570796	2.456751	-1.503343	139	101	16	1033.742
-1.570796	1.247695	1.809890	7	100	135	1032.336
-1.832596	1.506530	1.988858	139	98	135	1032.121
2.617994	2.164094	-2.991358	19	12	13	1031.284
-1.308997	2.138223	1.678323	4	102	135	1030.094
-2.356194	1.128190	-2.288622	0	28	113	1029.648
-1.308997	0.203748	0.590255	9	103	5	1029.412
1.570796	0.571433	-1.188419	133	100	137	1029.234
-3.141593	2.979456	-1.009304	132	104	130	1029.163
-1.832596	2.863997	0.549740	131	104	134	1028.331
1.047198	0.992645	-1.723759	129	105	135	1028.318
0.523599	0.619654	-2.216909	4	102	129	1028.021
1.308997	2.108018	1.311430	137	33	121	1025.815
2.094395	0.080730	-2.622036	11	104	6	1024.471
2.356194	2.579248	-2.364801	22	15	15	1023.748
0.785398	1.909857	-0.381669	114	122	123	1022.905
1.570796	1.247695	1.809890	138	34	121	1022.832
1.570796	1.809167	1.213774	138	30	117	1022.625
-1.570796	1.310100	1.488307	4	101	138	1021.867
-2.879793	2.138223	1.678323	119	137	20	1021.439
1.832596	0.700570	1.559208	135	34	119	1019.711
1.308997	1.658653	-2.409879	125	105	130	1019.542
-2.094395	1.836682	-0.676006	122	109	126	1019.320
1.308997	2.001437	0.381215	7	35	133	1017.781
0.785398	2.356369	3.005869	121	105	138	1017.621
2.356194	0.831641	0.616218	0	27	115	1016.953
-1.570796	0.700570	1.559208	1	101	133	1016.367
0.000000	2.979456	-1.009304	18	33	131	1015.967
1.047198	2.164094	-2.991358	125	103	135	1015.838
2.617994	2.478122	2.609777	24	14	10	1015.816
-1.832596	1.433411	-1.035986	8	34	127	1015.703
1.570796	1.128190	-2.288622	4	103	137	1015.570
2.094395	0.619654	-2.216909	1	37	116	1015.496
-0.785398	2.356369	3.005869	2	42	125	1015.211
1.570796	1.194549	-0.801900	129	99	133	1014.824
-1.570796	2.251330	-2.330739	14	31	123	1014.090
2.879793	0.866955	-0.931351	133	26	115	1013.985
-1.308997	1.025536	1.576859	7	102	132	1013.535
1.570796	1.599406	1.426070	134	36	128	1013.344
-0.261799	2.104282	-0.813972	26	3	24	1012.868
0.261799	2.247462	0.191623	27	11	135	1012.024
2.879793	1.569311	-3.003978	4	26	112	1011.623
1.570796	2.247462	0.191623	137	38	0	1010.797
0.000000	1.488617	1.159546	19	7	18	1009.786
1.308997	2.456751	-1.503343	135	102	16	1009.068
-2.617994	1.846342	-1.796954	15	16	114	1008.414
-1.832596	1.696674	-1.253233	2	94	11	1008.383
-2.094395	0.685216	-1.712745	130	33	126	1007.938
2.094395	2.637879	2.121598	134	93	0	1007.828
1.570796	1.662363	0.915448	1	27	115	1007.620
1.570796	1.554776	0.100351	133	36	129	1007.391
1.832596	1.998705	2.370472	10	4	24	1007.119
-3.141593	1.448123	-2.163292	23	12	5	1007.115
-2.356194	1.214854	-1.966664	137	24	112	1005.604
0.785398	2.407836	1.410646	20	11	13	1005.324
1.308997	1.195355	1.200319	4	30	114	1005.058
2.879793	1.488617	1.159546	119	5	21	1004.986
-2.617994	2.637879	2.121598	114	113	10	1004.740
2.879793	1.982574	-1.115518	107	131	22	1004.694
-1.308997	2.299159	2.264663	2	100	0	1004.203
-0.261799	1.658653	-2.409879	116	132	13	1003.486
1.832596	0.571433	-1.188419	136	99	137	1002.828
2.879793	1.310100	1.488307	116	137	14	1000.269
-0.523599	1.242974	-2.977882	17	8	25	998.642
-1.570796	0.910508	1.903534	5	100	136	998.312
0.261799	1.977582	0.969896	20	2	17	997.822
2.879793	2.456751	-1.503343	26	15	7	997.522
-1.570796	1.977582	0.969896	132	103	1	996.951
1.047198	1.977582	0.969896	130	34	123	996.925
-1.308997	1.766067	2.153843	3	42	126	996.242
-0.261799	2.033014	2.977192	111	129	11	995.801
-1.570796	1.506530	1.988858	3	99	135	995.297
2.879793	1.391910	3.030322	6	28	115	994.758
-2.879793	0.733948	3.021411	23	8	11	994.606
0.000000	1.662363	0.915448	20	5	18	994.149
-2.094395	2.153910	-1.714959	2	93	6	993.641
-1.832596	2.138223	1.678323	1	99	137	993.277
-1.308997	1.184361	0.625864	7	104	139	992.781
1.832596	0.929350	-2.910676	13	104	6	992.292
-1.832596	2.180315	-1.357379	3	94	12	991.508
-1.832596	1.872854	1.543456	1	99	132	991.504
1.832596	1.025536	1.576859	138	32	117	991.473
-1.570796	1.904882	-1.478089	5	95	8	991.289
-0.261799	1.846342	-1.796954	113	134	4	990.517
1.047198	0.419640	2.974122	118	8	13	990.434
1.308997	1.134497	-1.109631	125	101	136	990.312
-2.356194	2.637879	2.121598	116	110	10	989.372
0.785398	2.295480	1.008277	134	38	128	989.242
-3.141593	0.866955	-0.931351	2	23	114	989.235
2.356194	0.674054	1.013609	138	31	117	988.945
-2.094395	0.960688	-0.577532	10	32	120	988.914
0.523599	2.138223	1.678323	20	4	13	988.905
1.570796	1.135834	-1.431087	133	100	2	988.492
-2.879793	2.863997	0.549740	137	98	2	986.820
-1.570796	1.617114	-1.572037	137	27	118	986.176
1.570796	1.014500	0.906702	5	26	111	985.855
-1.047198	0.418037	1.360082	19	16	20	985.400
-2.356194	1.448123	-2.163292	139	23	110	984.909
-3.141593	1.617114	-1.572037	19	6	22	984.271
0.523599	2.104282	-0.813972	7	22	114	984.160
-0.261799	0.419640	2.974122	113	4	10	983.840
-0.785398	2.724429	-0.348782	136	38	132	983.000
0.785398	2.251330	-2.330739	134	40	121	982.342
-1.570796	1.599406	1.426070	4	101	128	982.309
-2.094395	0.899350	-2.069907	127	38	132	981.781
2.094395	0.700570	1.559208	132	93	132	980.648
1.308997	1.809167	1.213774	139	31	118	980.352
1.047198	1.870545	-2.976234	125	104	138	980.289
-0.261799	0.640596	-2.797608	111	133	4	980.077
-0.261799	0.591903	2.010408	18	13	15	979.107
-3.141593	1.904882	-1.478089	24	129	15	979.002
2.094395	0.906588	1.252948	135	31	117	978.042
-1.570796	1.025536	1.576859	3	101	135	978.023
-1.570796	0.850607	-1.335383	4	94	137	977.570
0.785398	0.370812	-2.547742	113	1	12	977.479
0.523599	0.379747	-1.713059	112	123	10	977.466
-2.356194	0.733948	3.021411	27	15	3	977.267
1.570796	1.045978	0.343692	14	30	127	976.812
0.000000	1.736875	3.023612	115	121	16	976.678
1.832596	2.180315	-1.357379	131	99	5	976.375
1.308997	1.488617	1.159546	0	31	115	975.284
1.308997	2.115563	0.685730	134	25	114	975.201
1.047198	1.195355	1.200319	1	2	31	975.197
0.785398	2.592629	0.909713	132	37	130	974.770
-0.785398	2.579248	-2.364801	115	127	21	974.059
-2.094395	2.407836	1.410646	5	99	5	973.398
-2.094395	2.704512	1.488683	3	99	8	973.328
1.308997	2.295480	1.008277	135	29	118	972.457
2.617994	0.370812	-2.547742	0	37	115	972.383
1.832596	0.906588	1.252948	136	31	116	972.360
-1.570796	1.168678	2.108595	2	40	120	972.027
0.785398	2.187132	-0.479875	112	122	127	971.965
0.523599	2.863997	0.549740	135	35	128	971.789
0.785398	1.977582	0.969896	17	137	22	971.049
-2.617994	0.733948	3.021411	22	13	11	970.904
-1.570796	1.696674	-1.253233	129	27	120	970.125
2.356194	2.379497	0.561089	20	7	29	970.028
-1.832596	0.418037	1.360082	139	106	17	969.506
-1.570796	0.864993	2.278281	4	99	3	969.406
-0.523599	2.724429	-0.348782	137	39	137	969.062
-1.570796	2.478122	2.609777	124	3	24	969.006
1.570796	1.658653	-2.409879	139	102	132	968.604
0.000000	1.870545	-2.976234	114	125	12	968.275
1.570796	2.108018	1.311430	136	31	119	968.062
0.261799	1.606104	-0.451151	118	125	120	967.067
-1.570796	1.766067	2.153843	2	99	139	966.523
0.523599	1.325504	-1.671296	131	112	121	965.451
1.308997	2.153910	-1.714959	0	102	13	965.365
2.617994	2.299159	2.264663	20	19	16	965.322
-2.094395	1.510910	-0.740472	18	29	123	964.539
-2.617994	0.866395	-2.492918	19	4	18	964.431
2.879793	1.846342	-1.796954	14	7	27	963.375
-2.356194	0.866395	-2.492918	20	5	18	963.025
0.785398	0.640596	-2.797608	115	4	16	962.319
-0.261799	1.194549	-0.801900	27	20	18	961.775
1.308997	1.812176	0.656819	14	29	128	961.683
1.570796	1.872854	1.543456	132	37	132	961.660
0.523599	0.496451	0.593859	19	29	138	961.601
-2.356194	0.619654	-2.216909	23	7	14	961.580
-1.570796	1.335669	0.897240	128	104	12	961.570
1.570796	1.214854	-1.966664	5	104	134	961.058
1.832596	0.899350	-2.069907	2	37	117	960.922
0.261799	1.569311	-3.003978	115	120	13	960.729
